"city_key","city_name","incident_code","incident_date","incident_latitude","incident_longitude","incident_address","incident_source_original_type","incident_offense_code","incident_offense","incident_offense_description","incident_offense_detail_description","incident_offense_crime_against","incident_offense_action"
"SFO","San Francisco","103844806244","06-05-2021 16:00:00","37.7733038","-122.468024","FULTON ST \ 10TH AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FULTON ST \ 10TH AVE","Property","C"
"SFO","San Francisco","104235009024","06-05-2021 16:00:00","37.7249882","-122.4430659","SAN JOSE AVE \ SERGEANT JOHN V YOUNG ST","Fraud","26A","Fraud Offenses","False Pretenses/Swindle/Confidence Game","False Pretenses/Swindle/Confidence Game at SAN JOSE AVE \ SERGEANT JOHN V YOUNG ST","Property","C"
"SFO","San Francisco","104235068030","06-05-2021 16:00:00","37.7249882","-122.4430659","SAN JOSE AVE \ SERGEANT JOHN V YOUNG ST","Courtesy Report","90Z","All Other Offenses","All Other Offenses","All Other Offenses at SAN JOSE AVE \ SERGEANT JOHN V YOUNG ST","Person, Property, or Society","C"
"SFO","San Francisco","104235071000","06-05-2021 16:00:00","37.7249882","-122.4430659","SAN JOSE AVE \ SERGEANT JOHN V YOUNG ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at SAN JOSE AVE \ SERGEANT JOHN V YOUNG ST","Person, Property, or Society","C"
"SFO","San Francisco","103912506244","06-05-2021 16:00:00","37.7919228","-122.4175823","SACRAMENTO ST \ HYDE ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at SACRAMENTO ST \ HYDE ST","Property","C"
"SFO","San Francisco","104817106374","06-05-2021 16:00:00","37.7709644","-122.4319044","WALLER ST \ STEINER ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at WALLER ST \ STEINER ST","Property","C"
"SFO","San Francisco","103731507026","06-05-2021 16:00:00","37.7866189","-122.4215702","VAN NESS AVE \ POST ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at VAN NESS AVE \ POST ST","Property","C"
"SFO","San Francisco","103734106244","06-05-2021 16:00:00","37.7770909","-122.4213305","FRANKLIN ST \ HAYES ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FRANKLIN ST \ HAYES ST","Property","C"
"SFO","San Francisco","103781106374","06-05-2021 16:01:00","37.7436085","-122.437683","GOLD MINE DR \ DIAMOND HEIGHTS BLVD","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at GOLD MINE DR \ DIAMOND HEIGHTS BLVD","Property","C"
"SFO","San Francisco","103728071012","06-05-2021 16:03:00","37.7804962","-122.4321404","FILLMORE ST \ TURK ST","Other Offenses","90Z","All Other Offenses","All Other Offenses","All Other Offenses at FILLMORE ST \ TURK ST","Person, Property, or Society","C"
"SFO","San Francisco","103734804134","06-05-2021 16:10:00","37.7467751","-122.4191214","PRECITA AVE \ MISSION ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at PRECITA AVE \ MISSION ST","Person","C"
"SFO","San Francisco","103734864085","06-05-2021 16:10:00","37.7467751","-122.4191214","PRECITA AVE \ MISSION ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at PRECITA AVE \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103735762050","06-05-2021 16:14:00","37.786101","-122.4180881","GEARY ST \ LARKIN ST","Warrant","90Z","All Other Offenses","All Other Offenses","All Other Offenses at GEARY ST \ LARKIN ST","Person, Property, or Society","C"
"SFO","San Francisco","103763107023","06-05-2021 16:30:00","37.792593","-122.4194018","CLAY ST \ LARKIN ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at CLAY ST \ LARKIN ST","Property","C"
"SFO","San Francisco","104719306372","06-05-2021 16:30:00","37.7866189","-122.4215702","VAN NESS AVE \ POST ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at VAN NESS AVE \ POST ST","Property","C"
"SFO","San Francisco","103732206243","06-05-2021 16:30:00","37.8062412","-122.4187819","COLUMBUS AVE \ LEAVENWORTH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at COLUMBUS AVE \ LEAVENWORTH ST","Property","C"
"SFO","San Francisco","103734206242","06-05-2021 16:30:00","37.7774903","-122.4332188","STEINER ST \ FULTON ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STEINER ST \ FULTON ST","Property","C"
"SFO","San Francisco","103779628150","06-05-2021 16:30:00","37.8054171","-122.4152415","BAY ST \ TAYLOR ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at BAY ST \ TAYLOR ST","Property","C"
"SFO","San Francisco","104739906374","06-05-2021 16:50:00","37.7822305","-122.4102921","TAYLOR ST \ 06TH ST \ GOLDEN GATE AVE \ MARKET ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at TAYLOR ST \ 06TH ST \ GOLDEN GATE AVE \ MARKET ST","Property","C"
"SFO","San Francisco","103730607045","06-05-2021 16:58:00","37.7438833","-122.3831183","MENDELL ST \ CARGO WAY","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at MENDELL ST \ CARGO WAY","Person, Property, or Society","C"
"SFO","San Francisco","103763328160","06-05-2021 17:00:00","37.7331801","-122.4311228","BOSWORTH ST \ ROTTECK ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at BOSWORTH ST \ ROTTECK ST","Property","C"
"SFO","San Francisco","103916706244","06-05-2021 17:00:00","37.8072758","-122.4156165","TAYLOR ST \ BEACH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at TAYLOR ST \ BEACH ST","Property","C"
"SFO","San Francisco","103814328150","06-05-2021 17:00:00","37.7872452","-122.4166387","POST ST \ HYDE ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at POST ST \ HYDE ST","Property","C"
"SFO","San Francisco","103729006364","06-05-2021 17:00:00","37.7721082","-122.430434","FILLMORE ST \ HAIGHT ST","Larceny Theft - Shoplifting","23C","Larceny/Theft Offenses","Shoplifting","Shoplifting at FILLMORE ST \ HAIGHT ST","Property","C"
"SFO","San Francisco","103780928150","06-05-2021 17:00:00","37.7988809","-122.3986958","BROADWAY \ DAVIS ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at BROADWAY \ DAVIS ST","Property","C"
"SFO","San Francisco","103756464070","06-05-2021 17:00:00","37.7669034","-122.4106099","BRYANT ST \ 15TH ST","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at BRYANT ST \ 15TH ST","Society","C"
"SFO","San Francisco","103736103401","06-05-2021 17:15:00","37.7868683","-122.4233083","FRANKLIN ST \ DANIEL BURNHAM CT","Robbery - Commercial","120","Robbery","Robbery","Robbery at FRANKLIN ST \ DANIEL BURNHAM CT","Property","C"
"SFO","San Francisco","103738906244","06-05-2021 17:15:00","37.7866153","-122.4063989","STOCKTON ST \ OFARRELL ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ OFARRELL ST","Property","C"
"SFO","San Francisco","103730262050","06-05-2021 17:18:00","37.7299098","-122.3971769","WILLIAMS AVE \ NEPTUNE ST","Warrant","90Z","All Other Offenses","All Other Offenses","All Other Offenses at WILLIAMS AVE \ NEPTUNE ST","Person, Property, or Society","C"
"SFO","San Francisco","103731926143","06-05-2021 17:24:00","37.7776996","-122.4046056","CLARA ST \ 06TH ST","Kidnapping","100","Kidnapping/Abduction","Kidnapping/Abduction","Kidnapping/Abduction at CLARA ST \ 06TH ST","Person","C"
"SFO","San Francisco","103731904170","06-05-2021 17:24:00","37.7776996","-122.4046056","CLARA ST \ 06TH ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at CLARA ST \ 06TH ST","Person","C"
"SFO","San Francisco","103733464010","06-05-2021 17:25:00","37.7340504","-122.4904436","LAKESHORE PLZ \ SLOAT BLVD","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at LAKESHORE PLZ \ SLOAT BLVD","Person, Property, or Society","C"
"SFO","San Francisco","103729606364","06-05-2021 17:30:00","37.7759498","-122.4227877","GOUGH ST \ FELL ST","Larceny Theft - Shoplifting","23C","Larceny/Theft Offenses","Shoplifting","Shoplifting at GOUGH ST \ FELL ST","Property","C"
"SFO","San Francisco","103734464020","06-05-2021 17:31:00","37.782073","-122.4122208","JONES ST \ GOLDEN GATE AVE","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at JONES ST \ GOLDEN GATE AVE","Person, Property, or Society","C"
"SFO","San Francisco","103731864020","06-05-2021 17:43:00","37.7608889","-122.4350008","18TH ST \ CASTRO ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 18TH ST \ CASTRO ST","Person, Property, or Society","C"
"SFO","San Francisco","103733665050","06-05-2021 17:48:00","37.7270195","-122.4838644","WINSTON DR \ LAKE MERCED BLVD","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at WINSTON DR \ LAKE MERCED BLVD","Person, Property, or Society","C"
"SFO","San Francisco","103733665016","06-05-2021 17:48:00","37.7270195","-122.4838644","WINSTON DR \ LAKE MERCED BLVD","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at WINSTON DR \ LAKE MERCED BLVD","Person, Property, or Society","C"
"SFO","San Francisco","103733506244","06-05-2021 17:50:00","37.8054944","-122.4069567","KEARNY ST \ FRANCISCO ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at KEARNY ST \ FRANCISCO ST","Property","C"
"SFO","San Francisco","103736906244","06-05-2021 17:50:00","37.8071632","-122.4088974","GRANT AVE \ NORTH POINT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at GRANT AVE \ NORTH POINT ST","Property","C"
"SFO","San Francisco","103738862050","06-05-2021 17:56:00","37.7811772","-122.4117","MCALLISTER ST \ MARKET ST","Warrant","90Z","All Other Offenses","All Other Offenses","All Other Offenses at MCALLISTER ST \ MARKET ST","Person, Property, or Society","C"
"SFO","San Francisco","103738865015","06-05-2021 17:56:00","37.7811772","-122.4117","MCALLISTER ST \ MARKET ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at MCALLISTER ST \ MARKET ST","Person, Property, or Society","C"
"SFO","San Francisco","103738816650","06-05-2021 17:56:00","37.7811772","-122.4117","MCALLISTER ST \ MARKET ST","Drug Violation","35A","Drug/Narcotic Offenses","Drug/Narcotic Violations","Drug/Narcotic Violations at MCALLISTER ST \ MARKET ST","Society","C"
"SFO","San Francisco","103741971000","06-05-2021 18:00:00","37.7839325","-122.4125953","EDDY ST \ JONES ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at EDDY ST \ JONES ST","Person, Property, or Society","C"
"SFO","San Francisco","103997806244","06-05-2021 18:00:00","37.7313144","-122.413733","SWEENY ST \ DARTMOUTH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at SWEENY ST \ DARTMOUTH ST","Property","C"
"SFO","San Francisco","103740151040","06-05-2021 18:00:00","37.7481793","-122.4191707","CESAR CHAVEZ ST \ BARTLETT ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at CESAR CHAVEZ ST \ BARTLETT ST","Person, Property, or Society","C"
"SFO","San Francisco","103798607021","06-05-2021 18:00:00","37.7760501","-122.4080465","LANGTON ST \ DECKER ALY","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at LANGTON ST \ DECKER ALY","Property","C"
"SFO","San Francisco","103916506244","06-05-2021 18:00:00","37.806758","-122.4121415","NORTH POINT ST \ POWELL ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at NORTH POINT ST \ POWELL ST","Property","C"
"SFO","San Francisco","103762228160","06-05-2021 18:00:00","37.7157878","-122.4560797","MINERVA ST \ PLYMOUTH AVE","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at MINERVA ST \ PLYMOUTH AVE","Property","C"
"SFO","San Francisco","103909106244","06-05-2021 18:00:00","37.806758","-122.4121415","NORTH POINT ST \ POWELL ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at NORTH POINT ST \ POWELL ST","Property","C"
"SFO","San Francisco","103903906244","06-05-2021 18:10:00","37.8054171","-122.4152415","BAY ST \ TAYLOR ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at BAY ST \ TAYLOR ST","Property","C"
"SFO","San Francisco","103734728100","06-05-2021 18:18:00","37.7817543","-122.4096933","STEVENSON ST \ 06TH ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at STEVENSON ST \ 06TH ST","Property","C"
"SFO","San Francisco","103734712030","06-05-2021 18:18:00","37.7817543","-122.4096933","STEVENSON ST \ 06TH ST","Weapons Offense","520","Weapon Law Violations","Weapon Law Violations","Weapon Law Violations at STEVENSON ST \ 06TH ST","Society","C"
"SFO","San Francisco","103736468020","06-05-2021 18:20:00","37.7626663","-122.4202145","SYCAMORE ST \ SAN CARLOS ST","Miscellaneous Investigation","90Z","All Other Offenses","All Other Offenses","All Other Offenses at SYCAMORE ST \ SAN CARLOS ST","Person, Property, or Society","C"
"SFO","San Francisco","103732606244","06-05-2021 18:20:00","37.7865796","-122.4931149","EL CAMINO DEL MAR \ 32ND AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at EL CAMINO DEL MAR \ 32ND AVE","Property","C"
"SFO","San Francisco","103905006244","06-05-2021 18:30:00","37.8072758","-122.4156165","TAYLOR ST \ BEACH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at TAYLOR ST \ BEACH ST","Property","C"
"SFO","San Francisco","103735006244","06-05-2021 18:30:00","37.76643","-122.4643845","MARTIN LUTHER KING JR DR \ 07TH AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at MARTIN LUTHER KING JR DR \ 07TH AVE","Property","C"
"SFO","San Francisco","104037107020","06-05-2021 18:30:00","37.7278599","-122.3851189","INGALLS ST \ SHAFTER AVE","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at INGALLS ST \ SHAFTER AVE","Property","C"
"SFO","San Francisco","103906306244","06-05-2021 18:30:00","37.8054944","-122.4069567","KEARNY ST \ FRANCISCO ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at KEARNY ST \ FRANCISCO ST","Property","C"
"SFO","San Francisco","103813106244","06-05-2021 18:30:00","37.7895337","-122.4289054","LAGUNA ST \ CALIFORNIA ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LAGUNA ST \ CALIFORNIA ST","Property","C"
"SFO","San Francisco","103732706313","06-05-2021 18:55:00","37.7784155","-122.4088327","MOSS ST \ HOWARD ST","Larceny Theft - Bicycle","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at MOSS ST \ HOWARD ST","Property","C"
"SFO","San Francisco","103803415300","06-05-2021 19:00:00","37.7649173","-122.4218865","VALENCIA ST \ 16TH ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at VALENCIA ST \ 16TH ST","Person, Property, or Society","C"
"SFO","San Francisco","103767372000","06-05-2021 19:00:00","37.7641957","-122.4330745","MARKET ST \ 16TH ST \ NOE ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at MARKET ST \ 16TH ST \ NOE ST","Person, Property, or Society","C"
"SFO","San Francisco","103777306244","06-05-2021 19:00:00","37.8062412","-122.4187819","COLUMBUS AVE \ LEAVENWORTH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at COLUMBUS AVE \ LEAVENWORTH ST","Property","C"
"SFO","San Francisco","103778528150","06-05-2021 19:00:00","37.7716687","-122.448958","OAK ST \ CLAYTON ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at OAK ST \ CLAYTON ST","Property","C"
"SFO","San Francisco","103789728100","06-05-2021 19:00:00","37.7410274","-122.4228406","CORTLAND AVE \ MISSION ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at CORTLAND AVE \ MISSION ST","Property","C"
"SFO","San Francisco","103803428165","06-05-2021 19:00:00","37.7649173","-122.4218865","VALENCIA ST \ 16TH ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at VALENCIA ST \ 16TH ST","Property","C"
"SFO","San Francisco","103829605083","06-05-2021 19:00:00","37.7992756","-122.4258136","FILBERT ST \ FRANKLIN ST","Burglary - Hot Prowl","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at FILBERT ST \ FRANKLIN ST","Property","C"
